"","id","dob_month","dob_year","dob_conflict","race","gender","yr_hgc","hgc_i","hgc"
"1261",1261,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",14,"2ND YEAR COL"
"1262",1262,8,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1993",18,"6TH YEAR COL"
"1263",1263,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1264",1264,6,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1265",1265,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1266",1266,7,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1993",14,"2ND YEAR COL"
"1267",1267,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1268",1268,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"1269",1269,4,60,FALSE,"BLACK","FEMALE","1982",15,"3RD YEAR COL"
"1270",1270,6,62,FALSE,"BLACK","FEMALE","2006",18,"6TH YEAR COL"
"1271",1271,12,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1272",1272,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1273",1273,5,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",13,"1ST YEAR COL"
"1274",1274,8,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",16,"4TH YEAR COL"
"1275",1275,10,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"1276",1276,10,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",16,"4TH YEAR COL"
"1277",1277,9,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",17,"5TH YEAR COL"
"1278",1278,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1279",1279,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",15,"3RD YEAR COL"
"1280",1280,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1993",12,"12TH GRADE"
"1281",1281,8,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2014",18,"6TH YEAR COL"
"1282",1282,4,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"1283",1283,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1998",18,"6TH YEAR COL"
"1284",1284,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"1285",1285,1,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1994",13,"1ST YEAR COL"
"1286",1286,3,61,FALSE,"BLACK","FEMALE","1991",16,"4TH YEAR COL"
"1287",1287,5,62,FALSE,"BLACK","MALE","1984",14,"2ND YEAR COL"
"1288",1288,4,58,FALSE,"BLACK","MALE","1981",14,"2ND YEAR COL"
"1289",1289,5,63,TRUE,"BLACK","MALE","1982",12,"12TH GRADE"
"1290",1290,4,58,FALSE,"BLACK","FEMALE","1994",14,"2ND YEAR COL"
"1291",1291,9,62,FALSE,"BLACK","MALE","1985",13,"1ST YEAR COL"
"1292",1292,1,64,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"1293",1293,3,59,FALSE,"BLACK","FEMALE","1983",16,"4TH YEAR COL"
"1294",1294,5,63,FALSE,"BLACK","MALE","1996",15,"3RD YEAR COL"
"1295",1295,8,64,FALSE,"BLACK","FEMALE","1985",9,"9TH GRADE"
"1296",1296,3,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1297",1297,9,57,FALSE,"BLACK","FEMALE","1979",11,"11TH GRADE"
"1298",1298,1,63,FALSE,"BLACK","FEMALE","1985",15,"3RD YEAR COL"
"1299",1299,7,58,FALSE,"BLACK","FEMALE","1986",18,"6TH YEAR COL"
"1300",1300,10,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",12,"12TH GRADE"
"1301",1301,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",14,"2ND YEAR COL"
"1302",1302,7,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1303",1303,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2000",18,"6TH YEAR COL"
"1304",1304,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1990",16,"4TH YEAR COL"
"1305",1305,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",16,"4TH YEAR COL"
"1306",1306,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1307",1307,11,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1308",1308,3,61,FALSE,"BLACK","FEMALE","1993",12,"12TH GRADE"
"1309",1309,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",13,"1ST YEAR COL"
"1310",1310,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",18,"6TH YEAR COL"
"1311",1311,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",16,"4TH YEAR COL"
"1312",1312,7,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1313",1313,4,61,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"1314",1314,12,62,FALSE,"BLACK","MALE","1980",11,"11TH GRADE"
"1315",1315,4,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",15,"3RD YEAR COL"
"1316",1316,10,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",9,"9TH GRADE"
"1317",1317,4,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",8,"8TH GRADE"
"1318",1318,8,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"1319",1319,11,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"1320",1320,12,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",13,"1ST YEAR COL"
"1321",1321,3,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",13,"1ST YEAR COL"
"1322",1322,7,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1323",1323,4,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",17,"5TH YEAR COL"
"1324",1324,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",15,"3RD YEAR COL"
"1325",1325,6,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"1326",1326,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"1327",1327,8,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",13,"1ST YEAR COL"
"1328",1328,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",12,"12TH GRADE"
"1329",1329,11,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",9,"9TH GRADE"
"1330",1330,7,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",10,"10TH GRADE"
"1331",1331,7,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1332",1332,2,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1991",18,"6TH YEAR COL"
"1333",1333,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1334",1334,7,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1335",1335,7,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1336",1336,2,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1337",1337,9,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"1338",1338,3,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",13,"1ST YEAR COL"
"1339",1339,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",12,"12TH GRADE"
"1340",1340,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"1341",1341,11,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1342",1342,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",9,"9TH GRADE"
"1343",1343,6,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",14,"2ND YEAR COL"
"1344",1344,5,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1993",18,"6TH YEAR COL"
"1345",1345,5,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1346",1346,8,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1347",1347,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2002",16,"4TH YEAR COL"
"1348",1348,2,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",20,"8TH YEAR COL"
"1349",1349,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",13,"1ST YEAR COL"
"1350",1350,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1993",13,"1ST YEAR COL"
"1351",1351,11,63,TRUE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"1352",1352,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1353",1353,8,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1354",1354,2,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1355",1355,4,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"1356",1356,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",16,"4TH YEAR COL"
"1357",1357,2,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1358",1358,8,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",14,"2ND YEAR COL"
"1359",1359,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",18,"6TH YEAR COL"
"1360",1360,2,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1361",1361,2,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",13,"1ST YEAR COL"
"1362",1362,10,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",20,"8TH YEAR COL"
"1363",1363,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",16,"4TH YEAR COL"
"1364",1364,6,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",16,"4TH YEAR COL"
"1365",1365,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",13,"1ST YEAR COL"
"1366",1366,7,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1367",1367,2,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",16,"4TH YEAR COL"
"1368",1368,3,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",16,"4TH YEAR COL"
"1369",1369,4,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1370",1370,6,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",12,"12TH GRADE"
"1371",1371,5,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1372",1372,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",16,"4TH YEAR COL"
"1373",1373,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",13,"1ST YEAR COL"
"1374",1374,3,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",16,"4TH YEAR COL"
"1375",1375,9,57,FALSE,"BLACK","FEMALE","1979",15,"3RD YEAR COL"
"1376",1376,6,58,FALSE,"BLACK","FEMALE","2012",17,"5TH YEAR COL"
"1377",1377,3,60,FALSE,"BLACK","FEMALE","2016",19,"7TH YEAR COL"
"1378",1378,12,61,FALSE,"BLACK","FEMALE","1994",15,"3RD YEAR COL"
"1379",1379,4,64,FALSE,"BLACK","MALE","1987",15,"3RD YEAR COL"
"1380",1380,12,61,FALSE,"BLACK","FEMALE","1982",12,"12TH GRADE"
"1381",1381,12,63,FALSE,"BLACK","FEMALE","1987",12,"12TH GRADE"
"1382",1382,8,58,FALSE,"BLACK","FEMALE","1984",15,"3RD YEAR COL"
"1383",1383,3,62,FALSE,"BLACK","MALE","1998",12,"12TH GRADE"
"1384",1384,2,63,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"1385",1385,2,64,FALSE,"BLACK","FEMALE","1984",13,"1ST YEAR COL"
"1386",1386,10,60,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"1387",1387,5,61,FALSE,"BLACK","MALE","1992",12,"12TH GRADE"
"1388",1388,2,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"1389",1389,12,63,FALSE,"BLACK","FEMALE","2000",19,"7TH YEAR COL"
"1390",1390,12,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1391",1391,2,58,FALSE,"BLACK","FEMALE","1979",10,"10TH GRADE"
"1392",1392,12,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"1393",1393,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2000",15,"3RD YEAR COL"
"1394",1394,3,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",16,"4TH YEAR COL"
"1395",1395,5,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",20,"8TH YEAR COL"
"1396",1396,12,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"1397",1397,2,57,TRUE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1398",1398,5,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",16,"4TH YEAR COL"
"1399",1399,6,62,FALSE,"HISPANIC","FEMALE","1984",14,"2ND YEAR COL"
"1400",1400,7,62,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1401",1401,8,60,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1402",1402,8,63,FALSE,"HISPANIC","FEMALE","1987",17,"5TH YEAR COL"
"1403",1403,7,60,FALSE,"HISPANIC","MALE","2004",20,"8TH YEAR COL"
"1404",1404,12,62,FALSE,"HISPANIC","MALE","1992",14,"2ND YEAR COL"
"1405",1405,5,61,FALSE,"HISPANIC","MALE","1979",9,"9TH GRADE"
"1406",1406,2,61,FALSE,"HISPANIC","FEMALE","1996",13,"1ST YEAR COL"
"1407",1407,11,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",12,"12TH GRADE"
"1408",1408,11,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",14,"2ND YEAR COL"
"1409",1409,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1410",1410,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1411",1411,11,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",14,"2ND YEAR COL"
"1412",1412,6,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1413",1413,2,58,FALSE,"HISPANIC","MALE","1979",11,"11TH GRADE"
"1414",1414,12,59,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1415",1415,7,60,FALSE,"HISPANIC","FEMALE","1996",12,"12TH GRADE"
"1416",1416,8,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",12,"12TH GRADE"
"1417",1417,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",12,"12TH GRADE"
"1418",1418,12,64,FALSE,"HISPANIC","MALE","1984",12,"12TH GRADE"
"1419",1419,6,61,FALSE,"HISPANIC","FEMALE","2014",14,"2ND YEAR COL"
"1420",1420,8,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2004",12,"12TH GRADE"
"1421",1421,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",13,"1ST YEAR COL"
"1422",1422,3,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1423",1423,3,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1424",1424,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1425",1425,12,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1426",1426,1,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1427",1427,5,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",14,"2ND YEAR COL"
"1428",1428,12,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1429",1429,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",16,"4TH YEAR COL"
"1430",1430,7,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1431",1431,11,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"1432",1432,10,60,FALSE,"BLACK","MALE","1984",16,"4TH YEAR COL"
"1433",1433,2,63,FALSE,"BLACK","MALE","1987",17,"5TH YEAR COL"
"1434",1434,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2012",12,"12TH GRADE"
"1435",1435,3,60,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"1436",1436,1,62,FALSE,"BLACK","FEMALE","1990",11,"11TH GRADE"
"1437",1437,9,63,FALSE,"BLACK","FEMALE","1981",10,"10TH GRADE"
"1438",1438,1,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"1439",1439,8,61,FALSE,"BLACK","FEMALE","1987",14,"2ND YEAR COL"
"1440",1440,8,62,FALSE,"BLACK","FEMALE","1985",13,"1ST YEAR COL"
"1441",1441,3,63,FALSE,"HISPANIC","FEMALE","1979",7,"7TH GRADE"
"1442",1442,2,64,FALSE,"HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1443",1443,4,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2016",19,"7TH YEAR COL"
"1444",1444,10,61,FALSE,"HISPANIC","FEMALE","1982",13,"1ST YEAR COL"
"1445",1445,9,63,FALSE,"HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1446",1446,12,63,FALSE,"BLACK","FEMALE","2016",16,"4TH YEAR COL"
"1447",1447,2,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",13,"1ST YEAR COL"
"1448",1448,1,59,FALSE,"BLACK","MALE","1985",13,"1ST YEAR COL"
"1449",1449,9,60,FALSE,"HISPANIC","MALE","1980",12,"12TH GRADE"
"1450",1450,11,61,FALSE,"HISPANIC","MALE","1979",9,"9TH GRADE"
"1451",1451,5,63,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"1452",1452,8,64,FALSE,"HISPANIC","MALE","1980",8,"8TH GRADE"
"1453",1453,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",16,"4TH YEAR COL"
"1454",1454,5,64,FALSE,"HISPANIC","FEMALE","1983",12,"12TH GRADE"
"1455",1455,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"1456",1456,5,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",12,"12TH GRADE"
"1457",1457,6,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"1458",1458,4,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1459",1459,12,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",14,"2ND YEAR COL"
"1460",1460,6,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1461",1461,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",13,"1ST YEAR COL"
"1462",1462,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",12,"12TH GRADE"
"1463",1463,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",13,"1ST YEAR COL"
"1464",1464,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",12,"12TH GRADE"
"1465",1465,6,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",8,"8TH GRADE"
"1466",1466,8,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"1467",1467,10,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",7,"7TH GRADE"
"1468",1468,10,57,TRUE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1469",1469,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2002",12,"12TH GRADE"
"1470",1470,9,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",18,"6TH YEAR COL"
"1471",1471,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"1472",1472,2,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",13,"1ST YEAR COL"
"1473",1473,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1474",1474,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",14,"2ND YEAR COL"
"1475",1475,1,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",14,"2ND YEAR COL"
"1476",1476,10,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",13,"1ST YEAR COL"
"1477",1477,10,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"1478",1478,4,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",13,"1ST YEAR COL"
"1479",1479,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",18,"6TH YEAR COL"
"1480",1480,3,59,FALSE,"BLACK","MALE","1980",14,"2ND YEAR COL"
"1481",1481,12,57,FALSE,"BLACK","MALE","1980",16,"4TH YEAR COL"
"1482",1482,1,59,FALSE,"BLACK","FEMALE","2004",14,"2ND YEAR COL"
"1483",1483,3,64,FALSE,"BLACK","FEMALE","1985",12,"12TH GRADE"
"1484",1484,11,61,TRUE,"BLACK","FEMALE","2000",13,"1ST YEAR COL"
"1485",1485,3,57,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"1486",1486,12,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1487",1487,10,62,FALSE,"BLACK","FEMALE","1982",13,"1ST YEAR COL"
"1488",1488,9,58,TRUE,"BLACK","MALE","1979",12,"12TH GRADE"
"1489",1489,9,64,FALSE,"BLACK","FEMALE","1984",12,"12TH GRADE"
"1490",1490,9,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"1491",1491,11,61,FALSE,"BLACK","FEMALE","1992",13,"1ST YEAR COL"
"1492",1492,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",14,"2ND YEAR COL"
"1493",1493,7,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"1494",1494,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",13,"1ST YEAR COL"
"1495",1495,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1496",1496,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",16,"4TH YEAR COL"
"1497",1497,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"1498",1498,3,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"1499",1499,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"1500",1500,6,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1501",1501,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",17,"5TH YEAR COL"
"1502",1502,2,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"1503",1503,2,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1994",20,"8TH YEAR COL"
"1504",1504,9,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",18,"6TH YEAR COL"
"1505",1505,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",15,"3RD YEAR COL"
"1506",1506,7,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"1507",1507,7,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"1508",1508,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",14,"2ND YEAR COL"
"1509",1509,8,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",17,"5TH YEAR COL"
"1510",1510,8,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",16,"4TH YEAR COL"
"1511",1511,8,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1994",18,"6TH YEAR COL"
"1512",1512,12,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",15,"3RD YEAR COL"
"1513",1513,11,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1514",1514,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",13,"1ST YEAR COL"
"1515",1515,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"1516",1516,2,57,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"1517",1517,9,60,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"1518",1518,11,61,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"1519",1519,12,60,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"1520",1520,2,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1521",1521,9,60,FALSE,"BLACK","MALE","1980",12,"12TH GRADE"
"1522",1522,3,59,FALSE,"BLACK","FEMALE","1982",16,"4TH YEAR COL"
"1523",1523,9,64,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"1524",1524,9,61,FALSE,"BLACK","FEMALE","1979",9,"9TH GRADE"
"1525",1525,8,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",12,"12TH GRADE"
"1526",1526,1,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",13,"1ST YEAR COL"
"1527",1527,3,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"1528",1528,11,59,FALSE,"BLACK","MALE","1985",12,"12TH GRADE"
"1529",1529,9,60,FALSE,"BLACK","FEMALE","1991",13,"1ST YEAR COL"
