"","id","dob_month","dob_year","dob_conflict","race","gender","yr_hgc","hgc_i","hgc"
"9275",9275,6,63,FALSE,"HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9276",9276,1,61,FALSE,"HISPANIC","MALE","1987",12,"12TH GRADE"
"9277",9277,11,62,FALSE,"HISPANIC","FEMALE","1996",12,"12TH GRADE"
"9278",9278,7,63,FALSE,"HISPANIC","FEMALE","1982",12,"12TH GRADE"
"9279",9279,8,59,FALSE,"BLACK","MALE","2004",14,"2ND YEAR COL"
"9280",9280,1,61,FALSE,"BLACK","MALE","1979",9,"9TH GRADE"
"9281",9281,1,63,FALSE,"BLACK","FEMALE","1982",12,"12TH GRADE"
"9282",9282,7,60,FALSE,"HISPANIC","MALE","2006",12,"12TH GRADE"
"9283",9283,3,63,FALSE,"HISPANIC","MALE","1980",8,"8TH GRADE"
"9284",9284,5,60,FALSE,"HISPANIC","FEMALE","2002",16,"4TH YEAR COL"
"9285",9285,4,62,FALSE,"BLACK","MALE","1979",10,"10TH GRADE"
"9286",9286,9,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"9287",9287,2,58,TRUE,"BLACK","FEMALE","1980",13,"1ST YEAR COL"
"9288",9288,1,61,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"9289",9289,11,58,FALSE,"HISPANIC","MALE","1979",12,"12TH GRADE"
"9290",9290,7,64,FALSE,"HISPANIC","MALE","1981",8,"8TH GRADE"
"9291",9291,4,61,FALSE,"HISPANIC","MALE","1979",8,"8TH GRADE"
"9292",9292,8,62,FALSE,"HISPANIC","MALE","1988",12,"12TH GRADE"
"9293",9293,7,64,TRUE,"HISPANIC","MALE","1987",13,"1ST YEAR COL"
"9294",9294,5,64,FALSE,"HISPANIC","MALE","1983",9,"9TH GRADE"
"9295",9295,5,63,FALSE,"BLACK","MALE","1985",14,"2ND YEAR COL"
"9296",9296,4,57,FALSE,"HISPANIC","MALE","1979",10,"10TH GRADE"
"9297",9297,9,62,FALSE,"HISPANIC","MALE","1979",11,"11TH GRADE"
"9298",9298,9,62,FALSE,"BLACK","FEMALE","2018",20,"8TH YEAR COL"
"9299",9299,6,58,FALSE,"BLACK","MALE","1996",12,"12TH GRADE"
"9300",9300,5,61,FALSE,"BLACK","MALE","1981",11,"11TH GRADE"
"9301",9301,8,58,FALSE,"BLACK","MALE","1979",14,"2ND YEAR COL"
"9302",9302,2,62,FALSE,"BLACK","FEMALE","1985",16,"4TH YEAR COL"
"9303",9303,5,61,FALSE,"BLACK","MALE","1985",16,"4TH YEAR COL"
"9304",9304,1,61,FALSE,"BLACK","MALE","2000",16,"4TH YEAR COL"
"9305",9305,9,62,FALSE,"BLACK","FEMALE","1983",14,"2ND YEAR COL"
"9306",9306,7,60,FALSE,"BLACK","MALE","1984",15,"3RD YEAR COL"
"9307",9307,3,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"9308",9308,8,64,FALSE,"BLACK","FEMALE","2008",17,"5TH YEAR COL"
"9309",9309,11,62,FALSE,"BLACK","MALE","1982",12,"12TH GRADE"
"9310",9310,1,64,FALSE,"BLACK","MALE","1989",12,"12TH GRADE"
"9311",9311,5,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",9,"9TH GRADE"
"9312",9312,8,62,FALSE,"HISPANIC","FEMALE","1998",14,"2ND YEAR COL"
"9313",9313,6,63,FALSE,"HISPANIC","MALE","1989",14,"2ND YEAR COL"
"9314",9314,4,58,FALSE,"BLACK","MALE","1979",9,"9TH GRADE"
"9315",9315,2,63,FALSE,"BLACK","FEMALE","1992",14,"2ND YEAR COL"
"9316",9316,11,61,FALSE,"BLACK","MALE","1992",12,"12TH GRADE"
"9317",9317,2,60,FALSE,"BLACK","FEMALE","1982",15,"3RD YEAR COL"
"9318",9318,2,62,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"9319",9319,5,57,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"9320",9320,2,60,FALSE,"BLACK","FEMALE","2018",18,"6TH YEAR COL"
"9321",9321,3,59,FALSE,"BLACK","MALE","1984",16,"4TH YEAR COL"
"9322",9322,1,62,FALSE,"BLACK","FEMALE","1984",14,"2ND YEAR COL"
"9323",9323,1,59,FALSE,"BLACK","FEMALE","1986",16,"4TH YEAR COL"
"9324",9324,6,62,TRUE,"BLACK","MALE","1981",12,"12TH GRADE"
"9325",9325,4,58,TRUE,"BLACK","FEMALE","1994",14,"2ND YEAR COL"
"9326",9326,9,61,TRUE,"BLACK","MALE","1986",15,"3RD YEAR COL"
"9327",9327,7,61,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9328",9328,9,62,FALSE,"HISPANIC","MALE","1988",12,"12TH GRADE"
"9329",9329,9,64,FALSE,"HISPANIC","MALE","1984",12,"12TH GRADE"
"9330",9330,6,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"9331",9331,12,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9332",9332,4,57,FALSE,"BLACK","FEMALE","1982",17,"5TH YEAR COL"
"9333",9333,1,59,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"9334",9334,11,62,FALSE,"HISPANIC","MALE","1982",13,"1ST YEAR COL"
"9335",9335,6,62,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"9336",9336,1,58,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"9337",9337,2,59,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"9338",9338,2,60,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9339",9339,8,62,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"9340",9340,11,63,FALSE,"BLACK","FEMALE","1983",12,"12TH GRADE"
"9341",9341,2,60,FALSE,"BLACK","FEMALE","1993",15,"3RD YEAR COL"
"9342",9342,8,62,FALSE,"BLACK","FEMALE","1986",17,"5TH YEAR COL"
"9343",9343,3,63,FALSE,"HISPANIC","MALE","1983",12,"12TH GRADE"
"9344",9344,4,60,FALSE,"HISPANIC","FEMALE","2018",16,"4TH YEAR COL"
"9345",9345,3,57,FALSE,"HISPANIC","MALE","1994",20,"8TH YEAR COL"
"9346",9346,1,58,FALSE,"BLACK","FEMALE","1981",16,"4TH YEAR COL"
"9347",9347,3,57,FALSE,"BLACK","FEMALE","1981",14,"2ND YEAR COL"
"9348",9348,4,58,FALSE,"HISPANIC","MALE","1980",12,"12TH GRADE"
"9349",9349,2,61,FALSE,"HISPANIC","FEMALE","1984",12,"12TH GRADE"
"9350",9350,2,60,FALSE,"HISPANIC","MALE","1979",10,"10TH GRADE"
"9351",9351,2,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",5,"5TH GRADE"
"9352",9352,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",7,"7TH GRADE"
"9353",9353,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",14,"2ND YEAR COL"
"9354",9354,10,60,FALSE,"HISPANIC","FEMALE","1982",13,"1ST YEAR COL"
"9355",9355,10,58,FALSE,"HISPANIC","FEMALE","1988",16,"4TH YEAR COL"
"9356",9356,3,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"9357",9357,2,64,FALSE,"HISPANIC","MALE","2000",14,"2ND YEAR COL"
"9358",9358,10,62,FALSE,"HISPANIC","MALE","1985",16,"4TH YEAR COL"
"9359",9359,5,60,FALSE,"HISPANIC","FEMALE","1981",13,"1ST YEAR COL"
"9360",9360,4,62,FALSE,"HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"9361",9361,4,63,FALSE,"BLACK","MALE","1987",12,"12TH GRADE"
"9362",9362,3,64,FALSE,"HISPANIC","MALE","1991",12,"12TH GRADE"
"9363",9363,10,63,FALSE,"HISPANIC","FEMALE","1989",14,"2ND YEAR COL"
"9364",9364,7,58,FALSE,"HISPANIC","FEMALE","1984",17,"5TH YEAR COL"
"9365",9365,8,63,FALSE,"HISPANIC","FEMALE","1983",13,"1ST YEAR COL"
"9366",9366,5,60,FALSE,"BLACK","FEMALE","1987",14,"2ND YEAR COL"
"9367",9367,11,61,FALSE,"BLACK","MALE","1989",14,"2ND YEAR COL"
"9368",9368,8,61,FALSE,"HISPANIC","MALE","1980",13,"1ST YEAR COL"
"9369",9369,1,61,FALSE,"BLACK","MALE","1980",10,"10TH GRADE"
"9370",9370,1,61,FALSE,"HISPANIC","FEMALE","1992",14,"2ND YEAR COL"
"9371",9371,9,63,FALSE,"HISPANIC","FEMALE","1998",12,"12TH GRADE"
"9372",9372,3,64,FALSE,"HISPANIC","MALE","2000",12,"12TH GRADE"
"9373",9373,5,59,FALSE,"BLACK","MALE","1983",16,"4TH YEAR COL"
"9374",9374,4,58,TRUE,"HISPANIC","FEMALE","1979",3,"3RD GRADE"
"9375",9375,8,61,FALSE,"HISPANIC","MALE","1998",20,"8TH YEAR COL"
"9376",9376,11,63,FALSE,"HISPANIC","MALE","1984",12,"12TH GRADE"
"9377",9377,1,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"9378",9378,8,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"9379",9379,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",16,"4TH YEAR COL"
"9380",9380,2,63,FALSE,"HISPANIC","FEMALE","2010",15,"3RD YEAR COL"
"9381",9381,12,57,FALSE,"HISPANIC","FEMALE","1982",14,"2ND YEAR COL"
"9382",9382,9,57,FALSE,"HISPANIC","FEMALE","1979",5,"5TH GRADE"
"9383",9383,12,59,FALSE,"HISPANIC","FEMALE","1979",11,"11TH GRADE"
"9384",9384,11,61,FALSE,"HISPANIC","FEMALE","1996",12,"12TH GRADE"
"9385",9385,11,59,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9386",9386,8,61,FALSE,"HISPANIC","MALE","1982",12,"12TH GRADE"
"9387",9387,1,63,FALSE,"HISPANIC","MALE","1982",12,"12TH GRADE"
"9388",9388,12,63,FALSE,"HISPANIC","FEMALE","1998",12,"12TH GRADE"
"9389",9389,10,63,FALSE,"HISPANIC","MALE","1990",18,"6TH YEAR COL"
"9390",9390,2,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9391",9391,12,59,FALSE,"BLACK","MALE","1993",12,"12TH GRADE"
"9392",9392,2,59,FALSE,"BLACK","FEMALE","1988",14,"2ND YEAR COL"
"9393",9393,8,58,FALSE,"BLACK","MALE","2002",12,"12TH GRADE"
"9394",9394,5,62,FALSE,"BLACK","FEMALE","2010",13,"1ST YEAR COL"
"9395",9395,7,61,FALSE,"BLACK","MALE","1983",11,"11TH GRADE"
"9396",9396,9,58,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9397",9397,7,57,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9398",9398,1,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9399",9399,7,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",14,"2ND YEAR COL"
"9400",9400,5,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",15,"3RD YEAR COL"
"9401",9401,1,58,FALSE,"BLACK","FEMALE","1994",20,"8TH YEAR COL"
"9402",9402,11,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"9403",9403,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"9404",9404,12,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"9405",9405,7,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",9,"9TH GRADE"
"9406",9406,10,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9407",9407,9,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"9408",9408,11,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"9409",9409,2,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"9410",9410,1,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"9411",9411,1,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"9412",9412,2,59,FALSE,"BLACK","MALE","1993",9,"9TH GRADE"
"9413",9413,12,60,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"9414",9414,2,62,FALSE,"BLACK","MALE","1983",13,"1ST YEAR COL"
"9415",9415,10,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",12,"12TH GRADE"
"9416",9416,4,57,FALSE,"HISPANIC","FEMALE","1979",16,"4TH YEAR COL"
"9417",9417,1,57,FALSE,"BLACK","FEMALE","1980",13,"1ST YEAR COL"
"9418",9418,1,57,FALSE,"BLACK","MALE","1982",17,"5TH YEAR COL"
"9419",9419,8,59,FALSE,"BLACK","MALE","1982",16,"4TH YEAR COL"
"9420",9420,10,57,FALSE,"HISPANIC","MALE","1987",18,"6TH YEAR COL"
"9421",9421,9,57,FALSE,"BLACK","FEMALE","1980",16,"4TH YEAR COL"
"9422",9422,5,60,FALSE,"BLACK","MALE","2014",16,"4TH YEAR COL"
"9423",9423,3,63,FALSE,"BLACK","FEMALE","1996",16,"4TH YEAR COL"
"9424",9424,9,59,FALSE,"HISPANIC","MALE","1980",13,"1ST YEAR COL"
"9425",9425,7,64,FALSE,"HISPANIC","MALE","1988",16,"4TH YEAR COL"
"9426",9426,2,58,FALSE,"HISPANIC","MALE","1983",16,"4TH YEAR COL"
"9427",9427,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",9,"9TH GRADE"
"9428",9428,9,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",11,"11TH GRADE"
"9429",9429,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9430",9430,10,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",8,"8TH GRADE"
"9431",9431,3,57,FALSE,"BLACK","MALE","1983",13,"1ST YEAR COL"
"9432",9432,1,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",9,"9TH GRADE"
"9433",9433,7,60,FALSE,"BLACK","FEMALE","2000",12,"12TH GRADE"
"9434",9434,3,62,FALSE,"HISPANIC","FEMALE","1979",9,"9TH GRADE"
"9435",9435,8,60,FALSE,"HISPANIC","MALE","2010",12,"12TH GRADE"
"9436",9436,9,63,FALSE,"HISPANIC","MALE","1979",8,"8TH GRADE"
"9437",9437,4,64,FALSE,"BLACK","MALE","1984",12,"12TH GRADE"
"9438",9438,10,60,FALSE,"BLACK","MALE","1980",11,"11TH GRADE"
"9439",9439,2,62,FALSE,"BLACK","MALE","1980",9,"9TH GRADE"
"9440",9440,1,63,FALSE,"BLACK","FEMALE","1980",9,"9TH GRADE"
"9441",9441,3,61,FALSE,"BLACK","FEMALE","1989",14,"2ND YEAR COL"
"9442",9442,5,62,FALSE,"BLACK","MALE","1987",14,"2ND YEAR COL"
"9443",9443,1,64,FALSE,"BLACK","MALE","2012",18,"6TH YEAR COL"
"9444",9444,11,59,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"9445",9445,2,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",16,"4TH YEAR COL"
"9446",9446,1,57,FALSE,"BLACK","FEMALE","1981",15,"3RD YEAR COL"
"9447",9447,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",15,"3RD YEAR COL"
"9448",9448,11,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",19,"7TH YEAR COL"
"9449",9449,5,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",18,"6TH YEAR COL"
"9450",9450,3,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",17,"5TH YEAR COL"
"9451",9451,11,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",17,"5TH YEAR COL"
"9452",9452,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",18,"6TH YEAR COL"
"9453",9453,3,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",18,"6TH YEAR COL"
"9454",9454,7,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9455",9455,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"9456",9456,5,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",17,"5TH YEAR COL"
"9457",9457,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",17,"5TH YEAR COL"
"9458",9458,1,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"9459",9459,11,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",18,"6TH YEAR COL"
"9460",9460,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9461",9461,10,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"9462",9462,3,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",19,"7TH YEAR COL"
"9463",9463,6,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",18,"6TH YEAR COL"
"9464",9464,12,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9465",9465,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9466",9466,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9467",9467,2,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",16,"4TH YEAR COL"
"9468",9468,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",16,"4TH YEAR COL"
"9469",9469,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",16,"4TH YEAR COL"
"9470",9470,1,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"9471",9471,1,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",9,"9TH GRADE"
"9472",9472,7,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",6,"6TH GRADE"
"9473",9473,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",10,"10TH GRADE"
"9474",9474,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"9475",9475,1,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"9476",9476,2,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9477",9477,12,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",7,"7TH GRADE"
"9478",9478,8,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"9479",9479,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"9480",9480,10,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",12,"12TH GRADE"
"9481",9481,3,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",16,"4TH YEAR COL"
"9482",9482,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",11,"11TH GRADE"
"9483",9483,4,58,FALSE,"HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9484",9484,10,59,FALSE,"HISPANIC","MALE","2000",12,"12TH GRADE"
"9485",9485,1,61,FALSE,"HISPANIC","FEMALE","1980",12,"12TH GRADE"
"9486",9486,3,63,FALSE,"HISPANIC","MALE","1982",12,"12TH GRADE"
"9487",9487,8,57,FALSE,"HISPANIC","FEMALE","1996",14,"2ND YEAR COL"
"9488",9488,10,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",12,"12TH GRADE"
"9489",9489,2,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",11,"11TH GRADE"
"9490",9490,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9491",9491,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9492",9492,1,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"9493",9493,7,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"9494",9494,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"9495",9495,9,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",13,"1ST YEAR COL"
"9496",9496,8,64,FALSE,"HISPANIC","FEMALE","1983",12,"12TH GRADE"
"9497",9497,6,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"9498",9498,7,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"9499",9499,10,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9500",9500,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9501",9501,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9502",9502,6,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9503",9503,9,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9504",9504,10,60,FALSE,"BLACK","FEMALE","1982",15,"3RD YEAR COL"
"9505",9505,11,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",8,"8TH GRADE"
"9506",9506,7,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",10,"10TH GRADE"
"9507",9507,11,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"9508",9508,6,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",11,"11TH GRADE"
"9509",9509,5,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9510",9510,12,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",11,"11TH GRADE"
"9511",9511,4,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"9512",9512,12,58,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"9513",9513,4,63,FALSE,"BLACK","MALE","1986",14,"2ND YEAR COL"
"9514",9514,11,64,FALSE,"BLACK","FEMALE","1984",12,"12TH GRADE"
"9515",9515,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",8,"8TH GRADE"
"9516",9516,10,63,FALSE,"HISPANIC","FEMALE","2002",12,"12TH GRADE"
"9517",9517,12,58,FALSE,"HISPANIC","FEMALE","1988",12,"12TH GRADE"
"9518",9518,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"9519",9519,6,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",8,"8TH GRADE"
"9520",9520,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9521",9521,10,57,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"9522",9522,5,59,FALSE,"BLACK","FEMALE","1996",16,"4TH YEAR COL"
"9523",9523,7,60,FALSE,"BLACK","FEMALE","1985",15,"3RD YEAR COL"
"9524",9524,2,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",11,"11TH GRADE"
"9525",9525,10,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"9526",9526,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"9527",9527,4,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",16,"4TH YEAR COL"
"9528",9528,10,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",17,"5TH YEAR COL"
"9529",9529,11,57,FALSE,"HISPANIC","FEMALE","1979",4,"4TH GRADE"
"9530",9530,1,60,FALSE,"HISPANIC","FEMALE","1980",14,"2ND YEAR COL"
"9531",9531,6,62,FALSE,"HISPANIC","MALE","2010",12,"12TH GRADE"
"9532",9532,9,64,FALSE,"HISPANIC","FEMALE","1983",12,"12TH GRADE"
"9533",9533,1,59,FALSE,"HISPANIC","MALE","1979",11,"11TH GRADE"
"9534",9534,6,61,FALSE,"BLACK","FEMALE","1985",16,"4TH YEAR COL"
"9535",9535,12,64,FALSE,"BLACK","FEMALE","1985",13,"1ST YEAR COL"
"9536",9536,6,57,FALSE,"BLACK","FEMALE","1979",13,"1ST YEAR COL"
"9537",9537,3,61,FALSE,"HISPANIC","FEMALE","1979",10,"10TH GRADE"
"9538",9538,10,62,FALSE,"HISPANIC","MALE","1979",9,"9TH GRADE"
"9539",9539,7,64,FALSE,"HISPANIC","MALE","1989",9,"9TH GRADE"
"9540",9540,10,59,FALSE,"HISPANIC","MALE","1988",12,"12TH GRADE"
"9541",9541,11,62,FALSE,"HISPANIC","FEMALE","2006",13,"1ST YEAR COL"
"9542",9542,12,62,FALSE,"BLACK","FEMALE","1998",12,"12TH GRADE"
"9543",9543,8,60,FALSE,"BLACK","MALE","1985",16,"4TH YEAR COL"
"9544",9544,1,58,FALSE,"BLACK","FEMALE","1983",16,"4TH YEAR COL"
"9545",9545,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"9546",9546,11,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"9547",9547,3,62,FALSE,"HISPANIC","MALE","1996",12,"12TH GRADE"
"9548",9548,10,64,FALSE,"HISPANIC","MALE","2016",13,"1ST YEAR COL"
"9549",9549,12,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"9550",9550,12,60,FALSE,"HISPANIC","MALE","1979",11,"11TH GRADE"
"9551",9551,9,59,FALSE,"HISPANIC","MALE","1979",12,"12TH GRADE"
"9552",9552,11,58,FALSE,"BLACK","MALE","2002",13,"1ST YEAR COL"
"9553",9553,5,60,FALSE,"BLACK","MALE","2014",12,"12TH GRADE"
"9554",9554,4,59,FALSE,"BLACK","FEMALE","1988",14,"2ND YEAR COL"
"9555",9555,11,58,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9556",9556,6,59,FALSE,"BLACK","FEMALE","2006",12,"12TH GRADE"
"9557",9557,5,58,FALSE,"BLACK","FEMALE","1979",14,"2ND YEAR COL"
"9558",9558,10,60,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"9559",9559,7,62,FALSE,"BLACK","FEMALE","1982",12,"12TH GRADE"
"9560",9560,4,64,FALSE,"BLACK","FEMALE","1985",14,"2ND YEAR COL"
"9561",9561,7,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"9562",9562,2,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",17,"5TH YEAR COL"
"9563",9563,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",19,"7TH YEAR COL"
"9564",9564,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",17,"5TH YEAR COL"
